Target_Child,wʌn tu θri fɔr faɪv,44
Target_Child,tu θri fɔr faɪv sɪks,44
Target_Child,θri fɔr faɪv sɪks sɛvən,40
Target_Child,fɔr faɪv sɪks sɛvən eɪt,40
Target_Child,faɪv sɪks sɛvən eɪt naɪn,40
Target_Child,sɪks sɛvən eɪt naɪn tɛn,40
Target_Child,dae dae dae dae dae,36
Target_Child,wæħæd tinen tælætæ ʔærbæʕæ xæmsæh,32
Target_Child,tinen tælætæ ʔærbæʕæ xæmsæh sitæ,32
Target_Child,tælætæ ʔærbæʕæ xæmsæh sitæ sæbʕæ,32
Target_Child,ʔærbæʕæ xæmsæh sitæ sæbʕæ tæmæni,32
Target_Child,xæmsæh sitæ sæbʕæ tæmæni tisʕæh,32
Target_Child,sitæ sæbʕæ tæmæni tisʕæh ʕæʃæræ,32
Target_Child,kaeaen jae mae kaeaen jae,24
Target_Child,we dae ʔeeh dae kaemaeaen,16
Target_Child,jae mae kaeaen jae saeʕd,16
Target_Child,mae kaeaen jae saeʕd jae,16
Target_Child,di we di we di,12
Target_Child,dae ʔeeh we dae ʔeeh,12
Target_Child,raaɡel raaɡel raaɡel raaɡel raaɡel,12
Target_Child,jae ʔekraam maejeћlae bizekr ʔennaebi,12
Target_Child,ʔekraam maejeћlae bizekr ʔennaebi ʕaeleeh,12
Target_Child,kaeaen jae saeʕd jae ʔekraam,12
Target_Child,fi ʔili wæħdæ binzæbithæ bniʕmælhæ,9
Target_Child,dˤabitˤ dˤabitˤ dˤabitˤ dˤabetˤ ʃurtˤi,9
Target_Child,bibkæ fi fotˤbol ʃutˤo fi,9
Target_Child,bibka bokil bel ʒæzær ham,9
Target_Child,bokil bel ʒæzær ham ham,9
Target_Child,bel ʒæzær ham ham ham,9
Target_Child,bimʃi bimʃi bilæki ħædæ bilæki,9
Target_Child,bimʃi bilæki ħædæ bilæki ʕæʃæn,9
Target_Child,bilæki ħædæ bilæki ʕæʃæn juxʃumo,9
Target_Child,ʔah ħættæ ræwwæħnæ ʕælbet wistænenæ,9
Target_Child,ħættæ ræwwæħnæ ʕælbet wistænenæ mæ,9
Target_Child,ræwwæħnæ ʕælbet wistænenæ mæ ʔiʒitu,9
Target_Child,læʔ ʔænæ ʔæʕref sæbæħet ʕæʒæl,9
Target_Child,ʔah hæd ħælib baba wmama,9
Target_Child,bijaeaekul ʔil bijdaexxaelu raasˤu bijћatˤtˤ,9
Target_Child,ʔil bijdaexxaelu raasˤu bijћatˤtˤ kedae,9
Target_Child,bijdaexxaelu raasˤu bijћatˤtˤ kedae raasˤu,9
Target_Child,raasˤu bijћatˤtˤ kedae raasˤu ɡowwae,9
Target_Child,bijћatˤtˤ kedae raasˤu ɡowwae ʔelћaediid,9
Target_Child,kedae raasˤu ɡowwae ʔelћaediid dae,9
Target_Child,raasˤu ɡowwae ʔelћaediid dae ʔelʔaesaed,9
Target_Child,ɡowwae ʔelћaediid dae ʔelʔaesaed bijʕodˤdˤu,9
Target_Child,ʔelћaediid dae ʔelʔaesaed bijʕodˤdˤu min,9
Target_Child,dae ʔelʔaesaed bijʕodˤdˤu min raasˤu,9
Target_Child,ʃooft ʔelʔaesaed kibiir dae aa,9
Target_Child,ʔelʔaesaed kibiir dae aa we,9
Target_Child,kibiir dae aa we ʃooft,9
Target_Child,dae aa we ʃooft Saeyyedʔeʃtˤa,9
Target_Child,laeʔʔ huwwae ʔil bijaeaekul baess,9
Target_Child,huwwae ʔil bijaeaekul baess lewaeћedu,9
Target_Child,kul ʔelʕijaeael sˤoћaabi ʔil henae,9
Target_Child,Bakar bijʔuul le Hassona maedaexaeleʃ,9
Target_Child,bijʔuul le Hassona maedaexaeleʃ raasˤak,9
Target_Child,le Hassona maedaexaeleʃ raasˤak ɡowwae,9
